Category,Category | Sub-Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Period,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Selection,Ship Date,Ship Mode,State,Sub-Category,Type Of Area,Costs,Discount,Profit,Profitable or not?,Quantity,S C P,Sales
Office Supplies,Binders,Macon,United States,ST-20530,Shui Tom,2021-11-22,CA-2015-153325,1,31204,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",South,3454,Consumer,SOUTH,2023-01-12,Second Class,Georgia,Binders,,31.7088,0.0,27.0112,Yes,4,58.72,
Office Supplies,Binders,Richmond,United States,JL-15835,John Lee,2023-06-10,US-2017-167920,0,40475,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",South,7517,Consumer,SOUTH,2021-06-10,Second Class,Kentucky,Binders,,8.4376,0.0,7.4824,Yes,4,15.92,15.92
Office Supplies,Fasteners,Georgetown,United States,SS-20410,Shahid Shariari,2023-12-10,CA-2017-127726,0,40324,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",South,9334,Consumer,SOUTH,2020-07-24,Second Class,Kentucky,Fasteners,,7.526,0.0,6.674,Yes,4,14.2,14.2
Office Supplies,Fasteners,Henderson,United States,AP-10915,Arthur Prichep,2022-04-24,CA-2016-168893,1,42420,OFF-FA-10002280,Advantus Plastic Paper Clips,South,4431,Consumer,SOUTH,2022-10-07,Second Class,Kentucky,Fasteners,,10.4,0.0,9.6,Yes,4,20.0,20.0
Office Supplies,Paper,Richmond,United States,LC-16870,Lena Cacioppo,2024-01-03,CA-2017-113705,0,23223,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",South,9759,Consumer,SOUTH,2020-04-16,Second Class,Virginia,Paper,,9.5256,0.0,8.1144,Yes,4,17.64,17.64
Office Supplies,Appliances,Richmond,United States,JL-15835,John Lee,2023-06-10,US-2017-167920,0,40475,OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,South,7516,Consumer,SOUTH,2021-06-10,Second Class,Kentucky,Appliances,,152.579,0.0,62.321,Yes,5,214.9,214.9
Office Supplies,Art,Hampton,United States,RH-19600,Rob Haberlin,2023-04-01,CA-2015-109386,0,23666,OFF-AR-10000122,Newell 314,South,6995,Consumer,SOUTH,2021-09-27,Second Class,Virginia,Art,,20.925,0.0,6.975,Yes,5,27.9,27.9
Office Supplies,Binders,Columbus,United States,LH-16900,Lena Hernandez,2023-04-20,US-2015-136749,0,31907,OFF-BI-10004492,Tuf-Vin Binders,South,7156,Consumer,SOUTH,2021-08-27,Second Class,Georgia,Binders,,83.687,0.0,74.213,Yes,5,157.9,
Office Supplies,Labels,Auburn,United States,MS-17710,Maurice Satty,2023-03-15,CA-2015-134257,0,36830,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",South,6923,Consumer,SOUTH,2021-10-07,Second Class,Alabama,Labels,,250.6905,0.0,240.8595,Yes,5,491.55,
Office Supplies,Storage,Columbus,United States,RA-19915,Russell Applegate,2021-12-20,CA-2016-149979,1,31907,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,South,3746,Consumer,SOUTH,2022-12-20,Second Class,Georgia,Storage,,83.9575,0.0,34.2925,Yes,5,118.25,118.25
Office Supplies,Storage,Alexandria,United States,TB-21400,Tom Boeckenhauer,2021-07-27,CA-2016-164735,0,22304,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,South,2723,Consumer,SOUTH,2023-05-12,Second Class,Virginia,Storage,,69.02,0.0,12.18,Yes,5,81.2,81.2
Office Supplies,Binders,Florence,United States,IM-15070,Irene Maddox,2020-11-25,CA-2014-120768,0,35630,OFF-BI-10001191,Canvas Sectional Post Binders,South,1432,Consumer,SOUTH,2023-10-12,Second Class,Alabama,Binders,,77.9076,0.0,74.8524,Yes,6,152.76,152.76
Office Supplies,Binders,Columbia,United States,PK-19075,Pete Kriz,2021-10-12,CA-2017-107461,0,29203,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,South,3171,Consumer,SOUTH,2023-02-28,Second Class,South Carolina,Binders,,12.6564,0.0,11.2236,Yes,6,23.88,23.88
Office Supplies,Storage,Florence,United States,Co-12640,Corey-Lock,2021-01-14,CA-2016-140543,0,29501,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,South,1901,Consumer,SOUTH,2023-08-27,Second Class,South Carolina,Storage,,172.692,0.0,19.188,Yes,6,191.88,191.88
Office Supplies,Art,Hampton,United States,RH-19600,Rob Haberlin,2023-03-31,CA-2015-109386,0,23666,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",South,6994,Consumer,SOUTH,2021-09-27,Second Class,Virginia,Art,,186.102,0.0,79.758,Yes,7,265.86,265.86
Office Supplies,Art,Salem,United States,TH-21100,Thea Hendricks,2023-09-30,CA-2016-159765,0,24153,OFF-AR-10003514,4009 Highlighters by Sanford,South,8412,Consumer,SOUTH,2020-12-14,Second Class,Virginia,Art,,18.6662,0.0,9.1938,Yes,7,27.86,27.86
Office Supplies,Art,Springfield,United States,RB-19435,Richard Bierner,2022-11-19,CA-2017-146458,1,22153,OFF-AR-10001177,Newell 349,South,5925,Consumer,SOUTH,2022-01-22,Second Class,Virginia,Art,,16.3016,0.0,6.6584,Yes,7,22.96,22.96
Office Supplies,Binders,Arlington,United States,SE-20110,Sanjit Engle,2023-10-04,CA-2016-158841,0,22204,OFF-BI-10002557,Presstex Flexible Ring Binders,South,8490,Consumer,SOUTH,2020-12-07,Second Class,Virginia,Binders,,18.2,0.0,18.2,Yes,8,36.4,36.4
Office Supplies,Paper,Atlanta,United States,DL-13315,Delfina Latchford,2023-03-29,CA-2017-155159,0,30318,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",South,6979,Consumer,SOUTH,2021-09-30,Second Class,Georgia,Paper,,24.9237,0.0,23.9463,Yes,9,48.87,48.87
Office Supplies,Storage,Georgetown,United States,TP-21130,Theone Pippenger,2022-07-30,CA-2016-109722,1,40324,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,South,5061,Consumer,SOUTH,2022-07-12,Second Class,Kentucky,Storage,,514.6416,0.0,70.1784,Yes,9,584.82,584.82
Office Supplies,Paper,Arlington,United States,AG-10390,Allen Goldenen,2023-07-20,CA-2014-158470,0,22204,OFF-PA-10001569,Xerox 232,South,7844,Consumer,SOUTH,2021-04-02,Second Class,Virginia,Paper,,37.0656,0.0,34.2144,Yes,11,71.28,71.28
Office Supplies,Art,Jupiter,United States,TC-21295,Toby Carlisle,2022-09-25,US-2017-153633,1,33458,OFF-AR-10002335,DIXON Oriole Pencils,South,5441,Consumer,SOUTH,2022-05-18,Second Class,Florida,Art,,1.9092,0.2,0.1548,Yes,1,2.064,2.064
Office Supplies,Art,Tampa,United States,CC-12670,Craig Carreira,2023-12-12,CA-2014-154158,0,33614,OFF-AR-10001868,Prang Dustless Chalk Sticks,South,9383,Consumer,SOUTH,2020-07-13,Second Class,Florida,Art,,0.84,0.2,0.504,Yes,1,1.344,1.344
Office Supplies,Envelopes,Port Orange,United States,JP-15520,Jeremy Pistek,2021-01-13,CA-2017-145310,0,32127,OFF-EN-10002621,Staple envelope,South,1893,Consumer,SOUTH,2023-08-28,Second Class,Florida,Envelopes,,4.89,0.2,2.934,Yes,1,7.824,7.824
Office Supplies,Paper,Jackson,United States,DW-13540,Don Weiss,2020-12-01,CA-2017-101210,0,38301,OFF-PA-10000130,Xerox 199,South,1484,Consumer,SOUTH,2023-10-08,Second Class,Tennessee,Paper,,2.354,0.2,1.07,Yes,1,3.424,3.424
Office Supplies,Storage,Hollywood,United States,GM-14500,Gene McClure,2023-10-03,CA-2015-169733,0,33021,OFF-ST-10000876,Eldon Simplefile Box Office,South,8474,Consumer,SOUTH,2020-12-08,Second Class,Florida,Storage,,8.9568,0.2,0.9952,Yes,1,9.952,
Office Supplies,Appliances,Jacksonville,United States,AG-10675,Anna Gayman,2020-12-24,CA-2017-101483,0,28540,OFF-AP-10002082,Holmes HEPA Air Purifier,South,1735,Consumer,SOUTH,2023-09-19,Second Class,North Carolina,Appliances,,28.314,0.2,6.534,Yes,2,34.848,34.848
Office Supplies,Appliances,Knoxville,United States,DL-13315,Delfina Latchford,2022-11-01,CA-2016-149783,1,37918,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,South,5808,Consumer,SOUTH,2022-02-27,Second Class,Tennessee,Appliances,,78.4512,0.2,8.7168,Yes,2,87.168,87.168
Office Supplies,Art,Jackson,United States,DW-13540,Don Weiss,2020-12-01,CA-2017-101210,0,38301,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,South,1483,Consumer,SOUTH,2023-10-08,Second Class,Tennessee,Art,,8.0256,0.2,1.7024,Yes,2,9.728,9.728
Office Supplies,Art,Knoxville,United States,DL-13315,Delfina Latchford,2022-11-01,CA-2016-149783,1,37918,OFF-AR-10002987,Prismacolor Color Pencil Set,South,5809,Consumer,SOUTH,2022-02-26,Second Class,Tennessee,Art,,23.4112,0.2,8.3328,Yes,2,31.744,31.744
Office Supplies,Envelopes,Miami,United States,RA-19945,Ryan Akin,2021-01-14,CA-2014-169775,0,33178,OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,South,1898,Consumer,SOUTH,2023-08-27,Second Class,Florida,Envelopes,,19.0026,0.2,10.8054,Yes,2,29.808,29.808
Office Supplies,Labels,Raleigh,United States,TG-21310,Toby Gnade,2023-05-23,CA-2015-110345,0,27604,OFF-LA-10001175,Avery 514,South,7370,Consumer,SOUTH,2021-07-11,Second Class,North Carolina,Labels,,2.9376,0.2,1.6704,Yes,2,4.608,4.608
Office Supplies,Paper,Miami,United States,JK-15370,Jay Kimmel,2021-12-22,US-2014-102715,1,33180,OFF-PA-10000029,Xerox 224,South,3776,Consumer,SOUTH,2022-12-18,Second Class,Florida,Paper,,6.7392,0.2,3.6288,Yes,2,10.368,
Office Supplies,Paper,Tallahassee,United States,PO-18850,Patrick O'Brill,2022-03-29,CA-2017-129021,1,32303,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",South,4299,Consumer,SOUTH,2022-10-20,Second Class,Florida,Paper,,34.078,0.2,15.49,Yes,2,49.568,49.568
Office Supplies,Storage,Tampa,United States,CC-12670,Craig Carreira,2023-12-12,CA-2014-154158,0,33614,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,South,9382,Consumer,SOUTH,2020-07-13,Second Class,Florida,Storage,,434.8788,0.2,-10.6068,No,2,424.272,424.272
Office Supplies,Storage,Fayetteville,United States,JM-15250,Janet Martin,2023-07-04,CA-2017-139353,0,28314,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",South,7713,Consumer,SOUTH,2021-05-02,Second Class,North Carolina,Storage,,176.6208,0.2,-29.4368,No,2,147.184,147.184
Office Supplies,Appliances,Fayetteville,United States,JF-15565,Jill Fjeld,2021-09-16,CA-2017-167941,0,28314,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",South,2969,Consumer,SOUTH,2023-04-08,Second Class,North Carolina,Appliances,,455.8704,0.2,43.7136,Yes,3,499.584,499.584
Office Supplies,Appliances,Columbia,United States,DB-13060,Dave Brooks,2023-01-02,CA-2016-113292,1,38401,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,South,6474,Consumer,SOUTH,2021-12-05,Second Class,Tennessee,Appliances,,784.62,0.2,87.18,Yes,3,871.8,871.8
Office Supplies,Art,Jacksonville,United States,AG-10675,Anna Gayman,2020-12-24,CA-2017-101483,0,28540,OFF-AR-10002833,Newell 322,South,1737,Consumer,SOUTH,2023-09-19,Second Class,North Carolina,Art,,3.9858,0.2,0.3822,Yes,3,4.368,4.368
Office Supplies,Envelopes,Johnson City,United States,DM-13015,Darrin Martin,2022-01-01,CA-2016-136231,1,37604,OFF-EN-10001099,Staple envelope,South,3874,Consumer,SOUTH,2022-12-09,Second Class,Tennessee,Envelopes,,15.8436,0.2,7.6284,Yes,3,23.472,
Office Supplies,Fasteners,Miami,United States,JK-15370,Jay Kimmel,2021-12-22,US-2014-102715,1,33180,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",South,3774,Consumer,SOUTH,2022-12-19,Second Class,Florida,Fasteners,,4.5792,0.2,2.3328,Yes,3,6.912,
Office Supplies,Paper,Tampa,United States,CC-12670,Craig Carreira,2023-12-12,CA-2014-154158,0,33614,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,South,9380,Consumer,SOUTH,2020-07-14,Second Class,Florida,Paper,,29.5932,0.2,15.9348,Yes,3,45.528,45.528
Office Supplies,Paper,Fayetteville,United States,JM-15250,Janet Martin,2023-07-04,CA-2017-139353,0,28314,OFF-PA-10000300,Xerox 1936,South,7714,Consumer,SOUTH,2021-05-02,Second Class,North Carolina,Paper,,31.7682,0.2,16.1838,Yes,3,47.952,47.952
Office Supplies,Paper,Jacksonville,United States,EM-14065,Erin Mull,2020-12-27,CA-2016-155670,0,28540,OFF-PA-10004947,Easy-staple paper,South,1748,Consumer,SOUTH,2023-09-18,Second Class,North Carolina,Paper,,7.062,0.2,3.21,Yes,3,10.272,10.272
Office Supplies,Paper,Wilmington,United States,JM-16195,Justin MacKendrick,2023-08-15,CA-2017-130834,0,28403,OFF-PA-10003673,Strathmore Photo Mount Cards,South,8048,Consumer,SOUTH,2021-01-23,Second Class,North Carolina,Paper,,10.9836,0.2,5.2884,Yes,3,16.272,16.272
Office Supplies,Paper,Johnson City,United States,DM-13015,Darrin Martin,2022-01-01,CA-2016-136231,1,37604,OFF-PA-10000327,Xerox 1971,South,3877,Consumer,SOUTH,2022-12-09,Second Class,Tennessee,Paper,,7.062,0.2,3.21,Yes,3,10.272,10.272
Office Supplies,Paper,Knoxville,United States,DL-13315,Delfina Latchford,2022-10-31,CA-2016-149783,1,37918,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",South,5807,Consumer,SOUTH,2022-02-27,Second Class,Tennessee,Paper,,8.0772,0.2,4.1148,Yes,3,12.192,12.192
Office Supplies,Paper,Memphis,United States,MN-17935,Michael Nguyen,2021-12-23,CA-2017-165204,1,38109,OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",South,3783,Consumer,SOUTH,2022-12-18,Second Class,Tennessee,Paper,,5.565,0.2,3.339,Yes,3,8.904,8.904
Office Supplies,Supplies,North Miami,United States,JP-15520,Jeremy Pistek,2023-11-11,CA-2014-130918,0,33161,OFF-SU-10003936,Acme Serrated Blade Letter Opener,South,8941,Consumer,SOUTH,2020-10-06,Second Class,Florida,Supplies,,9.4446,0.2,-1.8126,No,3,7.632,7.632
Office Supplies,Appliances,Port Saint Lucie,United States,ST-20530,Shui Tom,2023-10-09,CA-2017-101273,0,34952,OFF-AP-10000804,Hoover Portapower Portable Vacuum,South,8576,Consumer,SOUTH,2020-11-28,Second Class,Florida,Appliances,,13.44,0.2,0.896,Yes,4,14.336,14.336
Office Supplies,Art,Clarksville,United States,RO-19780,Rose O'Brian,2022-04-05,CA-2015-155600,1,37042,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,South,4357,Consumer,SOUTH,2022-10-15,Second Class,Tennessee,Art,,24.948,0.2,12.012,Yes,4,36.96,36.96
Office Supplies,Storage,Fayetteville,United States,JF-15565,Jill Fjeld,2021-09-18,CA-2017-167941,0,28314,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,South,2973,Consumer,SOUTH,2023-04-08,Second Class,North Carolina,Storage,,310.9632,0.2,-51.8272,No,4,259.136,259.136
Office Supplies,Storage,Memphis,United States,MN-17935,Michael Nguyen,2021-12-23,CA-2017-165204,1,38109,OFF-ST-10003716,Tennsco Double-Tier Lockers,South,3784,Consumer,SOUTH,2022-12-18,Second Class,Tennessee,Storage,,783.0696,0.2,-63.0056,No,4,720.064,720.064
Office Supplies,Paper,Tallahassee,United States,PO-18850,Patrick O'Brill,2022-03-31,CA-2017-129021,1,32303,OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",South,4302,Consumer,SOUTH,2022-10-20,Second Class,Florida,Paper,,5.777,0.2,2.943,Yes,5,8.72,8.72
Office Supplies,Paper,Memphis,United States,EH-13945,Eric Hoffmann,2022-01-05,CA-2017-160458,1,38109,OFF-PA-10001166,Xerox 2,South,3943,Consumer,SOUTH,2022-12-05,Second Class,Tennessee,Paper,,16.848,0.2,9.072,Yes,5,25.92,25.92
Office Supplies,Storage,Tampa,United States,CC-12670,Craig Carreira,2023-12-12,CA-2014-154158,0,33614,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,South,9384,Consumer,SOUTH,2020-07-13,Second Class,Florida,Storage,,84.969,0.2,-1.049,No,5,83.92,83.92
Office Supplies,Appliances,Tallahassee,United States,PO-18850,Patrick O'Brill,2022-03-29,CA-2017-129021,1,32303,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,South,4300,Consumer,SOUTH,2022-10-20,Second Class,Florida,Appliances,,149.2728,0.2,12.1032,Yes,6,161.376,161.376
Office Supplies,Paper,Hollywood,United States,FO-14305,Frank Olsen,2022-12-06,US-2016-142251,1,33021,OFF-PA-10002986,Xerox 1898,South,6138,Consumer,SOUTH,2022-01-02,Second Class,Florida,Paper,,20.8416,0.2,11.2224,Yes,6,32.064,
Office Supplies,Paper,Fayetteville,United States,JF-15565,Jill Fjeld,2021-09-16,CA-2017-167941,0,28314,OFF-PA-10001800,Xerox 220,South,2970,Consumer,SOUTH,2023-04-08,Second Class,North Carolina,Paper,,20.2176,0.2,10.8864,Yes,6,31.104,
Office Supplies,Paper,Fayetteville,United States,RL-19615,Rob Lucas,2021-08-24,US-2017-135062,0,28314,OFF-PA-10000100,Xerox 1945,South,2842,Consumer,SOUTH,2023-04-23,Second Class,North Carolina,Paper,,146.3343,0.2,83.2097,Yes,7,229.544,229.544
Office Supplies,Art,Hialeah,United States,JK-15205,Jamie Kunitz,2023-04-24,CA-2016-116918,0,33012,OFF-AR-10003631,Staples in misc. colors,South,7193,Consumer,SOUTH,2021-08-17,Second Class,Florida,Art,,25.9424,0.2,5.0336,Yes,8,30.976,30.976
Office Supplies,Storage,Jackson,United States,GW-14605,Giulietta Weimer,2023-07-18,CA-2016-169334,0,38301,OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",South,7822,Consumer,SOUTH,2021-04-10,Second Class,Tennessee,Storage,,104.6925,0.2,6.9795,Yes,9,111.672,111.672
Office Supplies,Binders,Fort Lauderdale,United States,DP-13000,Darren Powers,2022-07-13,CA-2016-141180,1,33311,OFF-BI-10000301,GBC Instant Report Kit,South,4965,Consumer,SOUTH,2022-07-26,Second Class,Florida,Binders,,12.94,0.7,-5.176,No,4,7.764,7.764
Office Supplies,Binders,Hialeah,United States,JK-15205,Jamie Kunitz,2023-04-24,CA-2016-116918,0,33012,OFF-BI-10004140,Avery Non-Stick Binders,South,7192,Consumer,SOUTH,2021-08-18,Second Class,Florida,Binders,,9.878,0.7,-4.49,No,4,5.388,
Office Supplies,Binders,Miami,United States,RA-19945,Ryan Akin,2021-01-14,CA-2014-169775,0,33178,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,South,1899,Consumer,SOUTH,2023-08-27,Second Class,Florida,Binders,,841.96,0.7,-336.784,No,4,505.176,505.176
Office Supplies,Binders,Clarksville,United States,RO-19780,Rose O'Brian,2022-04-05,CA-2015-155600,1,37042,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,South,4356,Consumer,SOUTH,2022-10-15,Second Class,Tennessee,Binders,,2663.43,0.7,-1065.372,No,7,1598.058,1598.058
Office Supplies,Binders,Johnson City,United States,DM-13015,Darrin Martin,2022-01-01,CA-2016-136231,1,37604,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",South,3875,Consumer,SOUTH,2022-12-09,Second Class,Tennessee,Binders,,149.1672,0.7,-63.1092,No,7,86.058,86.058
Office Supplies,Binders,Fayetteville,United States,JF-15565,Jill Fjeld,2021-09-16,CA-2017-167941,0,28314,OFF-BI-10002827,Avery Durable Poly Binders,South,2971,Consumer,SOUTH,2023-04-08,Second Class,North Carolina,Binders,,23.8896,0.7,-10.6176,No,8,13.272,13.272
Office Supplies,Binders,Jacksonville,United States,EM-14065,Erin Mull,2020-12-27,CA-2016-155670,0,28540,OFF-BI-10000138,Acco Translucent Poly Ring Binders,South,1747,Consumer,SOUTH,2023-09-18,Second Class,North Carolina,Binders,,19.4688,0.7,-8.2368,No,8,11.232,11.232
Office Supplies,Art,Chico,United States,XP-21865,Xylona Preis,2022-10-26,CA-2015-155586,1,95928,OFF-AR-10001547,Newell 311,West,5782,Consumer,WEST,2022-03-04,Second Class,California,Art,,1.6133,0.0,0.5967,Yes,1,2.21,2.21
Office Supplies,Art,Los Angeles,United States,MC-17845,Michael Chen,2021-12-12,CA-2014-156594,1,90008,OFF-AR-10004269,Newell 31,West,3645,Consumer,WEST,2022-12-28,Second Class,California,Art,,2.9736,0.0,1.1564,Yes,1,4.13,4.13
Office Supplies,Fasteners,Long Beach,United States,JF-15190,Jamie Frazer,2023-05-23,US-2017-123862,0,90805,OFF-FA-10003112,Staples,West,7375,Consumer,WEST,2021-07-11,Second Class,California,Fasteners,,4.3395,0.0,3.5505,Yes,1,7.89,7.89
Office Supplies,Fasteners,San Francisco,United States,KT-16480,Kean Thornton,2022-05-31,CA-2017-159107,1,94110,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",West,4655,Consumer,WEST,2022-09-21,Second Class,California,Fasteners,,1.5264,0.0,1.3536,Yes,1,2.88,2.88
Office Supplies,Paper,Los Angeles,United States,PS-18760,Pamela Stobb,2020-12-18,US-2016-101497,0,90008,OFF-PA-10000176,Xerox 1887,West,1683,Consumer,WEST,2023-09-27,Second Class,California,Paper,,9.8644,0.0,9.1056,Yes,1,18.97,18.97
Office Supplies,Paper,Los Angeles,United States,CC-12220,Chris Cortes,2023-04-20,CA-2016-131380,0,90032,OFF-PA-10001243,Xerox 1983,West,7159,Consumer,WEST,2021-08-27,Second Class,California,Paper,,3.0498,0.0,2.9302,Yes,1,5.98,5.98
Office Supplies,Paper,Los Angeles,United States,CC-12370,Christopher Conant,2022-01-10,CA-2016-135265,1,90045,OFF-PA-10002923,Xerox 1942,West,3985,Consumer,WEST,2022-12-01,Second Class,California,Paper,,24.47,0.0,24.47,Yes,1,48.94,48.94
Office Supplies,Paper,San Diego,United States,MJ-17740,Max Jones,2023-11-29,CA-2016-100300,0,92037,OFF-PA-10000418,Xerox 189,West,9167,Consumer,WEST,2020-08-29,Second Class,California,Paper,,54.522,0.0,50.328,Yes,1,104.85,104.85
Office Supplies,Paper,San Francisco,United States,RD-19900,Ruben Dartt,2023-03-20,CA-2016-140382,0,94109,OFF-PA-10001019,Xerox 1884,West,6931,Consumer,WEST,2021-10-06,Second Class,California,Paper,,10.5894,0.0,9.3906,Yes,1,19.98,19.98
Office Supplies,Paper,Seattle,United States,CC-12145,Charles Crestani,2021-01-11,CA-2016-148201,0,98103,OFF-PA-10000019,Xerox 1931,West,1870,Consumer,WEST,2023-09-03,Second Class,Washington,Paper,,3.3696,0.0,3.1104,Yes,1,6.48,6.48
Office Supplies,Storage,Albuquerque,United States,ST-20530,Shui Tom,2022-04-02,CA-2014-152345,1,87105,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,West,4321,Consumer,WEST,2022-10-19,Second Class,New Mexico,Storage,,25.3004,0.0,7.9896,Yes,1,33.29,33.29
Office Supplies,Storage,Olympia,United States,PF-19165,Philip Fox,2020-09-29,CA-2017-118437,0,98502,OFF-ST-10003722,Project Tote Personal File,West,1013,Consumer,WEST,2023-11-17,Second Class,Washington,Storage,,9.9613,0.0,4.0687,Yes,1,14.03,14.03
Office Supplies,Supplies,Farmington,United States,AW-10840,Anthony Witt,2021-03-10,CA-2015-149678,0,87401,OFF-SU-10004498,Martin-Yale Premier Letter Opener,West,2094,Consumer,WEST,2023-08-01,Second Class,New Mexico,Supplies,,12.4936,0.0,0.3864,Yes,1,12.88,12.88
Office Supplies,Appliances,Westminster,United States,CC-12220,Chris Cortes,2024-01-22,CA-2017-119914,0,92683,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",West,9994,Consumer,WEST,2020-01-30,Second Class,California,Appliances,,170.212,0.0,72.948,Yes,2,243.16,243.16
Office Supplies,Appliances,Longview,United States,MB-17305,Maria Bertelson,2022-12-13,CA-2017-149944,1,98632,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,West,6214,Consumer,WEST,2021-12-27,Second Class,Washington,Appliances,,54.0452,0.0,22.0748,Yes,2,76.12,76.12
Office Supplies,Appliances,Seattle,United States,DW-13540,Don Weiss,2020-10-05,CA-2017-132521,0,98105,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,West,1078,Consumer,WEST,2023-11-11,Second Class,Washington,Appliances,,86.3712,0.0,33.5888,Yes,2,119.96,
Office Supplies,Art,Los Angeles,United States,LC-17050,Liz Carlisle,2022-10-05,CA-2017-137498,1,90004,OFF-AR-10003829,Newell 35,West,5579,Consumer,WEST,2022-04-23,Second Class,California,Art,,4.6576,0.0,1.9024,Yes,2,6.56,6.56
Office Supplies,Art,Los Angeles,United States,MC-17845,Michael Chen,2021-12-12,CA-2014-156594,1,90008,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,West,3644,Consumer,WEST,2022-12-28,Second Class,California,Art,,35.002,0.0,12.298,Yes,2,47.3,47.3
Office Supplies,Art,Los Angeles,United States,RW-19690,Robert Waldorf,2022-11-20,CA-2017-112431,1,90049,OFF-AR-10000940,Newell 343,West,5942,Consumer,WEST,2022-01-22,Second Class,California,Art,,4.2924,0.0,1.5876,Yes,2,5.88,5.88
Office Supplies,Art,Seattle,United States,ME-17725,Max Engle,2022-07-07,CA-2015-161830,1,98105,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",West,4915,Consumer,WEST,2022-08-06,Second Class,Washington,Art,,25.5316,0.0,10.4284,Yes,2,35.96,35.96
Office Supplies,Fasteners,Seattle,United States,MH-18025,Michelle Huthwaite,2021-08-14,CA-2015-148635,0,98115,OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,West,2807,Consumer,WEST,2023-04-27,Second Class,Washington,Fasteners,,8.949,0.0,0.471,Yes,2,9.42,
Office Supplies,Labels,Los Angeles,United States,MC-17575,Matt Collins,2021-01-05,CA-2015-125423,0,90036,OFF-LA-10001771,Avery 513,West,1818,Consumer,WEST,2023-09-11,Second Class,California,Labels,,5.3784,0.0,4.5816,Yes,2,9.96,9.96
Office Supplies,Labels,San Francisco,United States,NP-18700,Nora Preis,2021-05-19,CA-2017-169264,0,94109,OFF-LA-10001613,Avery File Folder Labels,West,2398,Consumer,WEST,2023-06-23,Second Class,California,Labels,,2.9376,0.0,2.8224,Yes,2,5.76,5.76
Office Supplies,Labels,Vallejo,United States,KM-16720,Kunst Miller,2020-11-19,US-2014-157021,0,94591,OFF-LA-10002312,Avery 490,West,1373,Consumer,WEST,2023-10-17,Second Class,California,Labels,,14.8,0.0,14.8,Yes,2,29.6,29.6
