Row_ID,Order_Date,Category,City,Country,Customer_ID,Customer_Name,Order_ID,Period,Postal_Code,Product_ID,Product Name,Region,Segment,Selection,Ship_Date,Ship_Mode,State,Sub_Category,Costs,Discount,Profit,Profitable?,Quantity,SCP,Sales
7391,2023-05-24,Furniture,Chattanooga,United States,TT-21070,Ted Trevino,CA-2017-108035,0,37421,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",South,Consumer,SOUTH,2021-07-08,Standard Class,Tennessee,Furnishings,82.485,0.2,19.035,Yes,5,101.52,101.52
3041,2021-09-28,Furniture,Chattanooga,United States,ZD-21925,Zuschuss Donatelli,US-2016-147991,0,37421,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",South,Consumer,SOUTH,2023-03-29,Standard Class,Tennessee,Furnishings,13.376,0.2,3.344,Yes,5,16.72,91.716
7270,2023-05-08,Furniture,Concord,United States,AG-10675,Anna Gayman,CA-2016-133368,0,28027,FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,South,Consumer,SOUTH,2021-08-01,Standard Class,North Carolina,Furnishings,284.198,0.2,31.578,Yes,8,315.776,315.776
2471,2021-06-05,Furniture,Fayetteville,United States,CM-11935,Carlos Meador,US-2016-135923,0,28314,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,South,Consumer,SOUTH,2023-06-13,Standard Class,North Carolina,Furnishings,9.99,0.2,4.282,Yes,8,14.272,14.272
5316,2022-09-13,Furniture,Greensboro,United States,DL-12865,Dan Lawera,CA-2016-154060,1,27405,FUR-CH-10002304,"Global Stack Chair without Arms, Black",South,Consumer,SOUTH,2022-06-08,Standard Class,North Carolina,Chairs,175.365,0.2,11.691,Yes,9,187.056,187.056
7081,2023-04-11,Furniture,Charlotte,United States,JE-15715,Joe Elijah,CA-2016-106950,0,28205,FUR-TA-10001768,Hon Racetrack Conference Tables,South,Consumer,SOUTH,2021-09-11,Standard Class,North Carolina,Tables,622.149,0.4,-149.631,No,3,472.518,472.518
6431,2022-12-31,Furniture,Jacksonville,United States,SH-20395,Shahid Hopkins,CA-2014-165764,1,28540,FUR-TA-10001768,Hon Racetrack Conference Tables,South,Consumer,SOUTH,2021-12-09,Standard Class,North Carolina,Tables,1244.297,0.4,-299.261,No,6,945.036,945.036
8950,2023-11-11,Furniture,Jackson,United States,JL-15130,Jack Lebron,CA-2017-150910,0,38301,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",South,Consumer,SOUTH,2020-10-05,Standard Class,Tennessee,Tables,1184.278,0.4,-249.322,No,6,934.956,934.956
5067,2022-07-31,Furniture,Burlington,United States,SC-20380,Shahid Collister,CA-2017-142090,1,27217,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,South,Consumer,SOUTH,2022-07-11,Standard Class,North Carolina,Tables,2434.965,0.4,-653.283,No,7,1781.682,1781.682
8207,2023-09-10,Furniture,Daytona Beach,United States,SA-20830,Sue Ann Reed,CA-2015-122266,0,32114,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,South,Consumer,SOUTH,2021-01-04,Standard Class,Florida,Tables,268.122,0.45,-76.606,No,1,191.516,191.516
8236,2023-09-13,Furniture,Jacksonville,United States,CJ-12010,Caroline Jumper,CA-2017-102204,0,32216,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,South,Consumer,SOUTH,2021-01-01,Standard Class,Florida,Tables,1391.409,0.45,-458.147,No,4,933.262,619.868
7202,2023-04-27,Furniture,Fort Lauderdale,United States,HF-14995,Herbert Flentye,CA-2016-104276,0,33311,FUR-TA-10001039,KI Adjustable-Height Table,South,Consumer,SOUTH,2021-08-15,Standard Class,Florida,Tables,445.376,0.45,-114.353,No,7,331.023,331.023
2149,2021-03-30,Furniture,Concord,United States,WB-21850,William Brown,CA-2014-141607,0,94521,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,West,Consumer,WEST,2023-07-24,Standard Class,California,Furnishings,38.979,0.0,4.331,Yes,1,43.31,43.31
1230,2020-10-21,Furniture,Los Angeles,United States,ZC-21910,Zuschuss Carroll,CA-2017-100013,0,90045,FUR-FU-10001424,Dax Clear Box Frame,West,Consumer,WEST,2023-10-25,Standard Class,California,Furnishings,5.762,0.0,2.968,Yes,1,8.73,8.73
2945,2021-09-14,Furniture,Los Angeles,United States,MC-18100,Mick Crebagga,CA-2017-126242,0,90049,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",West,Consumer,WEST,2023-04-12,Standard Class,California,Furnishings,11.594,0.0,7.106,Yes,1,18.7,18.7
9185,2023-11-29,Furniture,Westminster,United States,JL-15505,Jeremy Lonsdale,CA-2017-156776,0,92683,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",West,Consumer,WEST,2020-08-23,Standard Class,California,Furnishings,36.225,0.0,15.525,Yes,1,51.75,51.75
7295,2023-05-10,Furniture,Bellevue,United States,RD-19900,Ruben Dartt,CA-2015-148964,0,98006,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",West,Consumer,WEST,2021-07-26,Standard Class,Washington,Furnishings,12.346,0.0,7.894,Yes,1,20.24,20.24
7401,2023-05-26,Furniture,Seattle,United States,TR-21325,Toby Ritter,CA-2016-110009,0,98103,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",West,Consumer,WEST,2021-07-04,Standard Class,Washington,Furnishings,28.466,0.0,14.664,Yes,1,43.13,43.13
2732,2021-07-28,Furniture,Seattle,United States,FH-14350,Fred Harton,CA-2017-104801,0,98105,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",West,Consumer,WEST,2023-05-10,Standard Class,Washington,Furnishings,86.024,0.0,21.506,Yes,1,107.53,107.53
1239,2020-10-23,Furniture,Seattle,United States,GM-14680,Greg Matthias,CA-2014-127012,0,98105,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",West,Consumer,WEST,2023-10-25,Standard Class,Washington,Furnishings,6.916,0.0,5.434,Yes,1,12.35,12.35
1874,2021-01-11,Furniture,Spokane,United States,BP-11230,Benjamin Patterson,CA-2017-142888,0,99207,FUR-TA-10004767,Safco Drafting Table,West,Consumer,WEST,2023-09-01,Standard Class,Washington,Tables,50.396,0.0,20.584,Yes,1,70.98,70.98
3369,2021-11-06,Furniture,Las Vegas,United States,NW-18400,Natalie Webber,CA-2015-115511,1,89115,FUR-BO-10002598,"Hon Metal Bookcases, Putty",West,Consumer,WEST,2023-01-22,Standard Class,Nevada,Bookcases,100.792,0.0,41.168,Yes,2,141.96,141.96
6911,2023-03-14,Furniture,Seattle,United States,VG-21790,Vivek Gonzalez,US-2017-115301,0,98103,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",West,Consumer,WEST,2021-10-07,Standard Class,Washington,Bookcases,90.449,0.0,25.511,Yes,2,115.96,115.96
7123,2023-04-17,Furniture,Seattle,United States,SO-20335,Sean O'Donnell,CA-2017-166926,0,98105,FUR-BO-10002598,"Hon Metal Bookcases, Putty",West,Consumer,WEST,2021-09-03,Standard Class,Washington,Bookcases,100.792,0.0,41.168,Yes,2,141.96,141.96
9991,2024-01-22,Furniture,Costa Mesa,United States,DB-13060,Dave Brooks,CA-2017-121258,0,92627,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,West,Consumer,WEST,2020-01-31,Standard Class,California,Furnishings,76.327,0.0,15.633,Yes,2,91.96,91.96
6378,2022-12-26,Furniture,Los Angeles,United States,BP-11230,Benjamin Patterson,US-2016-116442,1,90004,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",West,Consumer,WEST,2021-12-12,Standard Class,California,Furnishings,10.48,0.0,4.28,Yes,2,14.76,14.76
4449,2022-04-26,Furniture,Los Angeles,United States,LH-17155,Logan Haushalter,CA-2015-121965,1,90032,FUR-FU-10000732,Eldon 200 Class Desk Accessories,West,Consumer,WEST,2022-10-06,Standard Class,California,Furnishings,8.541,0.0,4.019,Yes,2,12.56,91.716
1142,2020-10-12,Furniture,Los Angeles,United States,AP-10915,Arthur Prichep,CA-2014-146969,0,90045,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,West,Consumer,WEST,2023-11-03,Standard Class,California,Furnishings,151.404,0.0,53.196,Yes,2,204.6,204.6
9709,2024-01-01,Furniture,Los Angeles,United States,CS-11950,Carlos Soltero,CA-2016-161746,0,90045,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",West,Consumer,WEST,2020-04-28,Standard Class,California,Furnishings,14.371,0.0,5.589,Yes,2,19.96,19.96
5145,2022-08-11,Furniture,Los Angeles,United States,JL-15835,John Lee,CA-2017-161333,1,90045,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",West,Consumer,WEST,2022-07-02,Standard Class,California,Furnishings,56.932,0.0,29.328,Yes,2,86.26,86.26
8060,2023-08-18,Furniture,Los Angeles,United States,CB-12025,Cassandra Brandow,CA-2015-121188,0,90049,FUR-FU-10003981,Eldon Wave Desk Accessories,West,Consumer,WEST,2021-01-22,Standard Class,California,Furnishings,2.413,0.0,1.747,Yes,2,4.16,91.716
5738,2022-10-19,Furniture,Los Angeles,United States,MV-17485,Mark Van Huff,CA-2014-148614,1,90049,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",West,Consumer,WEST,2022-03-20,Standard Class,California,Furnishings,13.51,0.0,5.79,Yes,2,19.3,19.3
9350,2023-12-11,Furniture,Moreno Valley,United States,DN-13690,Duane Noonan,CA-2016-114860,0,92553,FUR-FU-10001934,Magnifier Swing Arm Lamp,West,Consumer,WEST,2020-07-19,Standard Class,California,Furnishings,31.05,0.0,10.91,Yes,2,41.96,91.716
3294,2021-10-23,Furniture,San Diego,United States,CK-12595,Clytie Kelty,CA-2014-106264,0,92024,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",West,Consumer,WEST,2023-01-30,Standard Class,California,Furnishings,2.366,0.0,1.114,Yes,2,3.48,3.48
2743,2021-07-31,Furniture,San Diego,United States,MS-17530,MaryBeth Skach,CA-2014-149244,0,92037,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",West,Consumer,WEST,2023-05-08,Standard Class,California,Furnishings,21.911,0.0,13.429,Yes,2,35.34,35.34
3205,2021-10-14,Furniture,San Diego,United States,RD-19900,Ruben Dartt,CA-2014-158372,0,92037,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,West,Consumer,WEST,2023-02-19,Standard Class,California,Furnishings,28.714,0.0,11.166,Yes,2,39.88,39.88
7206,2023-04-27,Furniture,San Francisco,United States,CM-12115,Chad McGuire,CA-2017-137414,0,94109,FUR-FU-10001424,Dax Clear Box Frame,West,Consumer,WEST,2021-08-11,Standard Class,California,Furnishings,11.524,0.0,5.936,Yes,2,17.46,17.46
8120,2023-08-29,Furniture,San Francisco,United States,LP-17080,Liz Pelletier,CA-2016-116722,0,94110,FUR-FU-10001934,Magnifier Swing Arm Lamp,West,Consumer,WEST,2021-01-16,Standard Class,California,Furnishings,31.05,0.0,10.91,Yes,2,41.96,41.96
3471,2021-11-24,Furniture,San Francisco,United States,CL-11890,Carl Ludwig,US-2016-150035,1,94122,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,West,Consumer,WEST,2023-01-11,Standard Class,California,Furnishings,12.388,0.0,4.352,Yes,2,16.74,16.74
5458,2022-09-26,Furniture,Edmonds,United States,BS-11755,Bruce Stewart,CA-2017-130631,1,98026,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,West,Consumer,WEST,2022-05-15,Standard Class,Washington,Furnishings,47.922,0.0,20.538,Yes,2,68.46,68.46
1621,2020-12-13,Furniture,Kent,United States,JC-15385,Jenna Caffey,CA-2017-108560,0,98031,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",West,Consumer,WEST,2023-10-01,Standard Class,Washington,Furnishings,99.23,0.0,99.23,Yes,2,198.46,198.46
3927,2022-01-04,Furniture,Seattle,United States,BN-11515,Bradley Nguyen,CA-2014-103940,1,98103,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",West,Consumer,WEST,2022-12-06,Standard Class,Washington,Furnishings,21.911,0.0,13.429,Yes,2,35.34,35.34
2632,2021-07-08,Furniture,Seattle,United States,JF-15295,Jason Fortune-,US-2017-110604,0,98103,FUR-FU-10000076,24-Hour Round Wall Clock,West,Consumer,WEST,2023-05-25,Standard Class,Washington,Furnishings,22.777,0.0,17.183,Yes,2,39.96,91.716
4296,2022-03-29,Furniture,Citrus Heights,United States,MB-17305,Maria Bertelson,CA-2017-169124,1,95610,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",West,Consumer,WEST,2022-10-21,Standard Class,California,Furnishings,75.046,0.0,54.344,Yes,3,129.39,91.716
6088,2022-12-03,Furniture,Costa Mesa,United States,EH-13945,Eric Hoffmann,CA-2015-114048,1,92627,FUR-FU-10004351,Staple-based wall hangings,West,Consumer,WEST,2022-01-07,Standard Class,California,Furnishings,16.363,0.0,12.857,Yes,3,29.22,29.22
8895,2023-11-04,Furniture,Los Angeles,United States,BD-11320,Bill Donatelli,CA-2016-167241,0,90004,FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,West,Consumer,WEST,2020-10-11,Standard Class,California,Furnishings,268.346,0.0,43.684,Yes,3,312.03,312.03
1337,2020-11-10,Furniture,Los Angeles,United States,JF-15190,Jamie Frazer,US-2017-123281,0,90008,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,West,Consumer,WEST,2023-10-19,Standard Class,California,Furnishings,18.581,0.0,6.529,Yes,3,25.11,25.11
5462,2022-09-27,Furniture,Los Angeles,United States,BD-11725,Bruce Degenhardt,CA-2017-101574,1,90032,FUR-FU-10001706,Longer-Life Soft White Bulbs,West,Consumer,WEST,2022-05-14,Standard Class,California,Furnishings,4.805,0.0,4.435,Yes,3,9.24,9.24
4950,2022-07-13,Furniture,Los Angeles,United States,BD-11320,Bill Donatelli,CA-2017-107125,1,90045,FUR-FU-10000732,Eldon 200 Class Desk Accessories,West,Consumer,WEST,2022-07-30,Standard Class,California,Furnishings,12.811,0.0,6.029,Yes,3,18.84,91.716
9667,2023-12-30,Furniture,Los Angeles,United States,LC-16885,Lena Creighton,CA-2017-157448,0,90049,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,West,Consumer,WEST,2020-05-04,Standard Class,California,Furnishings,7.949,0.0,4.471,Yes,3,12.42,12.42
9666,2023-12-30,Furniture,Los Angeles,United States,LC-16885,Lena Creighton,CA-2017-157448,0,90049,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,West,Consumer,WEST,2020-05-04,Standard Class,California,Furnishings,95.952,0.0,23.988,Yes,3,119.94,119.94
6312,2022-12-20,Furniture,Oxnard,United States,LW-17125,Liz Willingham,CA-2014-112837,1,93030,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",West,Consumer,WEST,2021-12-18,Standard Class,California,Furnishings,106.198,0.0,21.752,Yes,3,127.95,127.95
7589,2023-06-19,Furniture,Roseville,United States,MB-18085,Mick Brown,CA-2017-122945,0,95661,FUR-FU-10001196,DAX Cubicle Frames - 8x10,West,Consumer,WEST,2021-05-26,Standard Class,California,Furnishings,12.117,0.0,5.193,Yes,3,17.31,17.31
5848,2022-11-06,Furniture,San Diego,United States,BS-11665,Brian Stugart,CA-2015-126725,1,92105,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,West,Consumer,WEST,2022-02-18,Standard Class,California,Furnishings,21.228,0.0,15.372,Yes,3,36.6,36.6
3957,2022-01-08,Furniture,San Francisco,United States,DN-13690,Duane Noonan,CA-2016-114951,1,94109,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",West,Consumer,WEST,2022-12-03,Standard Class,California,Furnishings,15.719,0.0,6.421,Yes,3,22.14,22.14
9502,2023-12-20,Furniture,San Francisco,United States,KW-16570,Kelly Williams,US-2015-158589,0,94109,FUR-FU-10001546,Dana Swing-Arm Lamps,West,Consumer,WEST,2020-06-14,Standard Class,California,Furnishings,24.03,0.0,8.01,Yes,3,32.04,32.04
1330,2020-11-09,Furniture,San Francisco,United States,LD-17005,Lisa DeCherney,CA-2016-142762,0,94109,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",West,Consumer,WEST,2023-10-19,Standard Class,California,Furnishings,20.748,0.0,16.302,Yes,3,37.05,37.05
8245,2023-09-13,Furniture,San Francisco,United States,BW-11200,Ben Wallace,CA-2014-109897,0,94122,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",West,Consumer,WEST,2020-12-31,Standard Class,California,Furnishings,53.827,0.0,31.613,Yes,3,85.44,85.44
2076,2021-03-03,Furniture,San Francisco,United States,TR-21325,Toby Ritter,CA-2014-131051,0,94122,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",West,Consumer,WEST,2023-08-04,Standard Class,California,Furnishings,29.682,0.0,28.518,Yes,3,58.2,91.716
6239,2022-12-15,Furniture,San Jose,United States,HA-14905,Helen Abelman,CA-2015-134075,1,95123,FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,West,Consumer,WEST,2021-12-25,Standard Class,California,Furnishings,144.855,0.0,21.645,Yes,3,166.5,166.5
7500,2023-06-06,Furniture,Westminster,United States,TC-21295,Toby Carlisle,CA-2017-121048,0,92683,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",West,Consumer,WEST,2021-06-17,Standard Class,California,Furnishings,10.927,0.0,7.913,Yes,3,18.84,18.84
7497,2023-06-06,Furniture,Westminster,United States,TC-21295,Toby Carlisle,CA-2017-121048,0,92683,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",West,Consumer,WEST,2021-06-18,Standard Class,California,Furnishings,226.886,0.0,49.804,Yes,3,276.69,276.69
2803,2021-08-11,Furniture,Las Cruces,United States,DL-13330,Denise Leinenbach,CA-2017-143329,0,88001,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,West,Consumer,WEST,2023-04-28,Standard Class,New Mexico,Furnishings,23.995,0.0,17.375,Yes,3,41.37,41.37
3022,2021-09-26,Furniture,West Jordan,United States,SC-20095,Sanjit Chand,CA-2015-123568,0,84084,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",West,Consumer,WEST,2023-04-01,Standard Class,Utah,Furnishings,44.682,0.0,22.008,Yes,3,66.69,66.69
6816,2023-02-21,Furniture,Seattle,United States,GH-14425,Gary Hwang,CA-2014-144414,0,98105,FUR-FU-10003981,Eldon Wave Desk Accessories,West,Consumer,WEST,2021-10-16,Standard Class,Washington,Furnishings,3.619,0.0,2.621,Yes,3,6.24,6.24
9417,2023-12-14,Furniture,Seattle,United States,JC-15775,John Castell,CA-2015-127824,0,98115,FUR-FU-10002505,Eldon 100 Class Desk Accessories,West,Consumer,WEST,2020-07-04,Standard Class,Washington,Furnishings,6.875,0.0,3.235,Yes,3,10.11,10.11
9676,2023-12-31,Furniture,Bakersfield,United States,GM-14500,Gene McClure,CA-2016-137393,0,93309,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",West,Consumer,WEST,2020-05-01,Standard Class,California,Furnishings,27.456,0.0,14.144,Yes,4,41.6,41.6
6005,2022-11-27,Furniture,Los Angeles,United States,AG-10390,Allen Goldenen,CA-2017-107244,1,90004,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",West,Consumer,WEST,2022-01-15,Standard Class,California,Furnishings,11.461,0.0,8.299,Yes,4,19.76,19.76
4858,2022-06-29,Furniture,Los Angeles,United States,PB-19150,Philip Brown,CA-2015-137526,1,90004,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",West,Consumer,WEST,2022-08-14,Standard Class,California,Furnishings,39.576,0.0,38.024,Yes,4,77.6,77.6
6337,2022-12-24,Furniture,Los Angeles,United States,BG-11740,Bruce Geld,CA-2016-165995,1,90008,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",West,Consumer,WEST,2021-12-16,Standard Class,California,Furnishings,31.046,0.0,15.994,Yes,4,47.04,47.04
6850,2023-02-26,Furniture,Los Angeles,United States,BP-11230,Benjamin Patterson,CA-2014-101462,0,90045,FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",West,Consumer,WEST,2021-10-14,Standard Class,California,Furnishings,32.357,0.0,27.563,Yes,4,59.92,59.92
5024,2022-07-23,Furniture,San Diego,United States,JE-15475,Jeremy Ellison,CA-2016-133795,1,92037,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",West,Consumer,WEST,2022-07-19,Standard Class,California,Furnishings,28.742,0.0,11.178,Yes,4,39.92,39.92
5844,2022-11-06,Furniture,San Diego,United States,BS-11665,Brian Stugart,CA-2015-126725,1,92105,FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",West,Consumer,WEST,2022-02-18,Standard Class,California,Furnishings,51.814,0.0,29.146,Yes,4,80.96,80.96
9855,2024-01-12,Furniture,San Francisco,United States,GA-14515,George Ashbrook,CA-2017-138870,0,94109,FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",West,Consumer,WEST,2020-03-29,Standard Class,California,Furnishings,29.186,0.0,21.134,Yes,4,50.32,50.32
7226,2023-05-02,Furniture,San Francisco,United States,RB-19360,Raymond Buch,CA-2016-109953,0,94122,FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,West,Consumer,WEST,2021-08-08,Standard Class,California,Furnishings,20.636,0.0,10.164,Yes,4,30.8,91.716
4196,2022-02-27,Furniture,Los Angeles,United States,CK-12595,Clytie Kelty,CA-2016-124233,1,90032,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",West,Consumer,WEST,2022-11-01,Standard Class,California,Furnishings,14.326,0.0,10.374,Yes,5,24.7,24.7
3207,2021-10-14,Furniture,San Diego,United States,RD-19900,Ruben Dartt,CA-2014-158372,0,92037,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",West,Consumer,WEST,2023-02-19,Standard Class,California,Furnishings,38.304,0.0,14.896,Yes,5,53.2,53.2
4045,2022-01-16,Furniture,San Francisco,United States,JF-15565,Jill Fjeld,CA-2015-137750,1,94110,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,West,Consumer,WEST,2022-11-27,Standard Class,California,Furnishings,147.492,0.0,57.358,Yes,5,204.85,204.85
5509,2022-09-28,Furniture,San Francisco,United States,MB-17305,Maria Bertelson,CA-2015-168529,1,94122,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",West,Consumer,WEST,2022-05-07,Standard Class,California,Furnishings,83.163,0.0,62.737,Yes,5,145.9,145.9
6517,2023-01-05,Furniture,San Francisco,United States,RD-19480,Rick Duston,US-2017-116652,1,94122,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",West,Consumer,WEST,2021-11-29,Standard Class,California,Furnishings,423.92,0.0,105.98,Yes,5,529.9,529.9
1799,2021-01-01,Furniture,San Jose,United States,RM-19375,Raymond Messe,CA-2016-100965,0,95123,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",West,Consumer,WEST,2023-09-14,Standard Class,California,Furnishings,142.329,0.0,73.321,Yes,5,215.65,215.65
1375,2020-11-19,Furniture,Provo,United States,CA-12265,Christina Anderson,CA-2015-120362,0,84604,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",West,Consumer,WEST,2023-10-17,Standard Class,Utah,Tables,794.092,0.0,118.658,Yes,5,912.75,619.868
6632,2023-01-17,Furniture,Seattle,United States,JE-15715,Joe Elijah,CA-2016-105081,1,98115,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",West,Consumer,WEST,2021-11-08,Standard Class,Washington,Tables,1118.24,0.0,629.01,Yes,5,1747.25,619.868
5326,2022-09-14,Furniture,Lakewood,United States,TZ-21580,Tracy Zic,CA-2015-119508,1,90712,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",West,Consumer,WEST,2022-06-05,Standard Class,California,Furnishings,16.051,0.0,9.029,Yes,6,25.08,91.716
9653,2023-12-28,Furniture,Los Angeles,United States,MS-17365,Maribeth Schnelling,CA-2016-107104,0,90045,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",West,Consumer,WEST,2020-05-05,Standard Class,California,Furnishings,297.69,0.0,297.69,Yes,6,595.38,595.38
5577,2022-10-05,Furniture,Pasadena,United States,RF-19840,Roy Französisch,CA-2016-136686,1,91104,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",West,Consumer,WEST,2022-04-24,Standard Class,California,Furnishings,260.875,0.0,122.765,Yes,6,383.64,91.716
8164,2023-09-04,Furniture,San Diego,United States,LT-17110,Liz Thompson,CA-2015-168207,0,92105,FUR-FU-10004909,Contemporary Wood/Metal Frame,West,Consumer,WEST,2021-01-10,Standard Class,California,Furnishings,63.024,0.0,33.936,Yes,6,96.96,96.96
2559,2021-06-22,Furniture,Orem,United States,TM-21010,Tamara Manning,CA-2015-147788,0,84057,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,West,Consumer,WEST,2023-06-03,Standard Class,Utah,Bookcases,1266.174,0.0,140.686,Yes,7,1406.86,512.819
7294,2023-05-10,Furniture,Los Angeles,United States,CB-12415,Christy Brittain,CA-2016-113656,0,90036,FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",West,Consumer,WEST,2021-07-26,Standard Class,California,Furnishings,38.394,0.0,21.596,Yes,7,59.99,59.99
9058,2023-11-22,Furniture,Los Angeles,United States,SV-20785,Stewart Visinsky,CA-2015-149097,0,90045,FUR-FU-10003424,Nu-Dell Oak Frame,West,Consumer,WEST,2020-09-18,Standard Class,California,Furnishings,50.837,0.0,23.923,Yes,7,74.76,74.76
2709,2021-07-24,Furniture,Los Angeles,United States,CC-12145,Charles Crestani,CA-2015-121797,0,90049,FUR-FU-10001876,"Computer Room Manger, 14""",West,Consumer,WEST,2023-05-15,Standard Class,California,Furnishings,145.51,0.0,81.85,Yes,7,227.36,227.36
5203,2022-08-17,Furniture,Oakland,United States,RE-19450,Richard Eichhorn,CA-2015-142454,1,94601,FUR-FU-10004018,Tensor Computer Mounted Lamp,West,Consumer,WEST,2022-06-26,Standard Class,California,Furnishings,76.088,0.0,28.142,Yes,7,104.23,104.23
2273,2021-04-27,Furniture,San Francisco,United States,JL-15850,John Lucas,CA-2015-142944,0,94122,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,West,Consumer,WEST,2023-07-09,Standard Class,California,Furnishings,339.503,0.0,95.757,Yes,7,435.26,435.26
7239,2023-05-03,Furniture,San Jose,United States,SC-20305,Sean Christensen,CA-2016-101651,0,95123,FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",West,Consumer,WEST,2021-08-05,Standard Class,California,Furnishings,25.497,0.0,18.463,Yes,7,43.96,43.96
